carat,cut,color,clarity,depth,table,price,x,y,z
0.53,Very Good,G,VS1,62.2,59.0,1664,5.14,5.18,3.21
0.7,Very Good,F,VS2,61.7,63.0,2737,5.61,5.64,3.47
0.28,Good,E,IF,64.6,58.0,612,4.09,4.12,2.65
0.7,Premium,F,SI2,59.8,56.0,2184,5.78,5.73,3.44
0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6
0.53,Good,F,SI1,63.8,58.0,1268,5.12,5.17,3.28
0.8,Ideal,D,VVS2,61.9,56.0,6004,5.91,5.95,3.67
0.91,Premium,F,SI2,62.1,56.0,3096,6.26,6.21,3.87
0.72,Ideal,E,SI1,60.8,55.0,2869,5.77,5.84,3.53
0.42,Good,G,VVS2,57.7,59.8,1076,4.95,4.96,2.86
1.2,Ideal,I,VS2,63.2,59.0,5699,6.73,6.68,4.24
1.23,Premium,I,SI1,60.3,58.0,5717,6.95,6.92,4.18
1.0,Good,H,VS2,63.7,59.0,4861,6.3,6.26,4.0
0.92,Premium,F,SI2,62.1,60.0,3083,6.21,6.26,3.87
0.9,Good,E,SI2,63.4,60.0,3401,6.02,6.07,3.83
0.72,Ideal,G,VS2,61.7,55.0,3344,5.72,5.79,3.55
0.41,Premium,G,SI1,61.7,59.0,923,4.73,4.71,2.91
1.01,Premium,E,SI2,62.6,59.0,4751,6.39,6.36,3.99
0.5,Premium,D,SI2,62.6,58.0,1243,5.04,4.96,3.13
0.5,Ideal,E,VS2,62.1,54.0,1624,5.11,5.13,3.18
0.52,Very Good,E,VS1,59.1,58.0,1875,5.31,5.38,3.16
0.3,Ideal,F,VVS2,62.2,55.0,684,4.29,4.33,2.68
0.38,Very Good,H,SI1,60.1,57.0,662,4.73,4.75,2.85
0.9,Premium,G,VS2,62.8,58.0,4137,6.14,6.09,3.84
1.4,Very Good,J,SI1,63.5,58.0,6145,7.05,7.09,4.49
0.73,Ideal,E,SI2,59.9,57.0,2059,5.87,5.82,3.5
1.21,Fair,J,SI2,64.6,59.0,3984,6.74,6.64,4.32
1.02,Very Good,G,SI1,60.8,60.0,4766,6.5,6.55,3.97
0.26,Very Good,E,VVS2,64.3,57.0,547,3.99,4.03,2.58
0.3,Very Good,F,IF,62.6,55.0,886,4.3,4.32,2.7
0.84,Good,F,I1,60.8,64.0,1749,6.05,6.03,3.67
0.91,Ideal,I,VVS2,60.6,57.0,4663,6.25,6.27,3.79
0.74,Ideal,F,VS2,61.9,57.0,3454,5.79,5.81,3.59
1.2,Ideal,H,VS2,63.0,56.0,5833,6.74,6.65,4.22
0.92,Ideal,J,SI1,62.3,56.0,3170,6.24,6.29,3.9
0.5,Good,D,SI1,60.5,57.0,1447,5.1,5.14,3.1
1.14,Premium,G,SI1,60.0,55.0,5801,6.85,6.79,4.09
1.0,Premium,H,SI2,61.3,57.0,3584,6.45,6.4,3.94
0.36,Premium,E,SI1,60.9,60.0,631,4.56,4.61,2.79
1.11,Ideal,G,SI1,61.9,57.0,5408,6.63,6.66,4.11
0.5,Ideal,H,VS1,61.7,59.0,1429,5.07,5.14,3.15
0.31,Ideal,H,SI1,62.7,56.0,573,4.38,4.33,2.73
0.53,Ideal,G,IF,62.1,57.0,2372,5.16,5.21,3.22
0.3,Very Good,J,VS1,61.9,56.0,394,4.28,4.32,2.66
0.39,Premium,H,VS1,61.7,57.0,1009,4.68,4.65,2.88
0.6,Premium,E,VS2,59.3,60.0,2124,5.51,5.46,3.25
0.32,Ideal,E,VS1,62.2,54.0,739,4.39,4.42,2.74
0.31,Ideal,F,VS2,62.6,57.0,625,4.27,4.33,2.69
0.91,Very Good,F,VS2,62.1,58.0,4917,6.19,6.24,3.86
0.32,Ideal,E,VVS2,61.6,55.0,790,4.42,4.45,2.73
0.7,Good,H,SI1,61.9,62.0,2088,5.57,5.61,3.46
0.73,Premium,E,SI2,60.8,60.0,2409,5.87,5.78,3.54
0.32,Premium,I,SI1,62.9,58.0,554,4.35,4.33,2.73
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58
0.6,Very Good,G,VVS1,61.2,56.0,2528,5.41,5.46,3.32
0.43,Good,G,SI1,63.6,55.0,704,4.79,4.83,3.06
0.51,Very Good,G,VS2,62.9,58.0,1438,5.05,5.12,3.2
0.26,Ideal,H,VS2,61.3,56.0,434,4.09,4.13,2.52
0.57,Very Good,G,I1,59.5,56.9,929,5.42,5.46,3.24
0.31,Good,I,VS2,63.1,54.0,435,4.31,4.34,2.73
0.42,Ideal,I,VVS1,62.7,55.0,884,4.77,4.8,3.0
0.71,Ideal,H,SI2,62.7,55.0,2317,5.68,5.64,3.56
0.54,Ideal,H,VS2,62.6,57.0,1389,5.24,5.2,3.27
0.34,Premium,F,SI2,61.7,61.0,574,4.48,4.44,2.75
0.31,Ideal,D,VVS2,60.9,57.0,777,4.38,4.42,2.68
0.31,Ideal,I,SI1,62.2,56.0,418,4.34,4.37,2.71
1.19,Premium,D,SI2,58.6,61.0,4168,6.93,6.89,4.05
1.01,Very Good,J,SI1,62.9,56.0,3749,6.35,6.4,4.01
0.33,Ideal,F,VS1,62.8,55.0,765,4.41,4.45,2.78
1.0,Very Good,F,SI1,63.5,56.0,5122,6.28,6.35,4.01
0.43,Ideal,I,VVS1,61.6,54.0,848,4.88,4.92,3.02
0.51,Ideal,E,VS2,62.9,57.0,1662,5.11,5.07,3.2
0.71,Very Good,D,SI1,63.2,58.0,2681,5.65,5.68,3.58
0.32,Premium,J,IF,61.2,59.0,684,4.44,4.41,2.71
0.33,Ideal,F,VS2,62.3,56.0,854,4.45,4.41,2.76
0.67,Very Good,F,VS2,63.2,60.0,2171,5.55,5.5,3.49
1.01,Premium,F,SI2,61.6,58.0,4416,6.39,6.4,3.94
0.56,Very Good,G,SI2,62.8,58.0,1091,5.19,5.23,3.27
0.33,Very Good,F,VS1,62.7,59.0,741,4.35,4.39,2.74
0.71,Good,I,VVS1,63.8,56.0,2549,5.65,5.7,3.62
1.0,Good,J,VS2,57.6,58.0,3422,6.59,6.56,3.79
0.53,Ideal,E,SI2,60.8,57.0,1229,5.23,5.26,3.19
0.72,Very Good,I,VS2,63.3,55.0,2337,5.7,5.74,3.62
0.3,Ideal,H,VS1,61.4,57.0,545,4.31,4.32,2.65
1.27,Fair,H,SI2,65.2,54.0,5334,6.78,6.71,4.41
0.67,Good,G,VS2,57.5,60.1,2131,5.78,5.83,3.34
0.41,Ideal,F,VS2,61.8,57.0,863,4.75,4.79,2.95
1.02,Premium,F,SI2,58.0,60.0,3996,6.7,6.64,3.87
0.83,Good,J,SI1,63.8,58.0,2195,5.95,5.97,3.8
0.56,Ideal,E,VS2,61.5,57.0,1819,5.27,5.3,3.25
0.7,Very Good,H,VS1,62.6,57.0,2482,5.64,5.73,3.56
0.7,Very Good,D,SI1,58.2,60.0,2681,5.75,5.79,3.36
0.32,Ideal,I,VVS2,62.2,54.5,567,4.38,4.42,2.74
1.02,Premium,H,SI1,59.6,57.0,5055,6.63,6.55,3.93
0.54,Ideal,D,VS2,61.9,55.0,1913,5.24,5.23,3.24
1.11,Fair,H,SI2,64.4,58.0,3730,6.55,6.5,4.2
0.77,Ideal,D,SI1,62.6,57.0,2949,5.81,5.92,3.67
0.54,Good,H,VVS2,60.9,57.2,1883,5.22,5.26,3.19
0.7,Ideal,E,VS2,61.0,56.0,3504,5.74,5.78,3.52
0.78,Ideal,E,SI2,61.0,56.0,3053,5.92,5.98,3.63
0.42,Premium,G,VS2,62.0,58.0,1087,4.81,4.77,2.97
0.39,Ideal,E,IF,61.3,56.0,1333,4.71,4.75,2.9
0.5,Premium,F,VS2,60.7,58.0,1654,5.16,5.12,3.12
0.56,Very Good,H,VVS2,59.8,57.0,1723,5.39,5.48,3.25
0.26,Ideal,E,VVS1,62.0,56.0,599,4.09,4.13,2.55
0.39,Premium,D,VVS2,62.9,58.0,1290,4.66,4.62,2.92
1.02,Premium,G,VS1,62.0,59.0,6238,6.45,6.39,3.98
0.91,Fair,J,VS2,64.4,62.0,2854,6.06,6.03,3.89
0.7,Very Good,F,SI1,59.7,56.9,2403,5.73,5.86,3.46
0.7,Premium,E,SI1,62.5,61.0,2592,5.72,5.57,3.55
0.77,Ideal,G,VS1,62.4,54.0,3176,5.89,5.93,3.69
0.9,Very Good,H,VVS2,63.5,55.0,4963,6.14,6.08,3.88
0.85,Ideal,G,SI1,62.2,56.0,3403,6.06,6.09,3.78
1.21,Premium,H,SI2,62.1,56.0,5082,6.8,6.76,4.21
1.01,Very Good,F,SI1,60.3,60.0,4972,6.46,6.55,3.92
0.73,Ideal,E,SI1,62.2,56.0,2791,5.74,5.78,3.58
0.41,Ideal,D,VVS2,62.1,56.0,1356,4.78,4.76,2.96
0.32,Premium,H,IF,61.8,58.0,763,4.35,4.39,2.7
0.33,Very Good,E,VS2,63.1,57.0,672,4.38,4.43,2.78
0.41,Good,F,VVS1,63.9,56.0,915,4.71,4.74,3.02
0.32,Ideal,E,VVS2,62.1,53.0,779,4.41,4.44,2.75
0.71,Very Good,I,SI1,62.6,59.0,2218,5.67,5.7,3.56
0.32,Ideal,G,VS2,62.4,55.0,524,4.36,4.39,2.73
0.39,Very Good,I,VS1,63.1,58.0,921,4.68,4.61,2.93
0.38,Ideal,H,IF,58.9,58.0,1064,4.69,4.81,2.8
0.7,Ideal,G,SI1,61.7,55.0,2965,5.7,5.73,3.53
0.49,Very Good,F,SI1,62.3,57.0,985,5.05,5.07,3.15
0.33,Ideal,H,VS1,62.0,55.0,579,4.44,4.46,2.76
0.51,Good,E,SI1,57.4,62.0,1361,5.29,5.24,3.02
0.3,Premium,G,VVS2,62.2,59.0,684,4.28,4.31,2.67
0.3,Ideal,F,VVS1,61.7,57.0,1041,4.28,4.31,2.65
0.41,Premium,H,VS1,62.8,59.0,1033,4.73,4.64,2.94
1.0,Good,F,SI2,63.8,58.0,4081,6.28,6.33,4.02
0.32,Very Good,H,VS1,63.0,57.0,561,4.37,4.39,2.76
0.25,Very Good,F,VVS1,62.9,55.0,633,4.04,4.06,2.55
1.02,Premium,G,SI1,60.8,58.0,4633,6.46,6.5,3.94
0.91,Fair,F,VS2,66.8,58.0,3837,5.95,5.97,3.98
0.33,Very Good,I,SI1,63.2,58.0,572,4.38,4.36,2.76
0.31,Ideal,G,VS2,62.4,55.0,544,4.3,4.32,2.69
1.0,Very Good,F,SI2,63.2,59.0,3799,6.31,6.25,3.97
1.1,Premium,H,SI1,63.0,58.0,4916,6.6,6.55,4.14
0.43,Premium,G,VS1,61.0,58.0,1008,4.92,4.89,2.99
1.01,Ideal,F,SI1,62.3,55.0,4276,6.38,6.31,3.95
0.34,Premium,E,SI1,60.3,57.0,765,4.56,4.53,2.74
1.01,Premium,E,SI1,62.9,59.0,4853,6.38,6.3,3.99
1.14,Premium,D,SI2,60.3,58.0,4972,6.79,6.71,4.07
1.1,Ideal,H,SI1,62.5,57.0,4764,6.6,6.56,4.11
0.3,Premium,F,VVS2,61.4,59.0,737,4.31,4.36,2.66
0.3,Ideal,G,VS2,62.0,56.0,503,4.29,4.32,2.67
0.74,Ideal,G,SI1,60.6,55.0,3130,5.87,5.93,3.57
0.69,Premium,F,SI1,61.2,58.0,1946,5.73,5.7,3.5
0.4,Ideal,E,VS1,61.2,55.0,940,4.76,4.79,2.92
0.34,Good,H,SI1,63.7,57.0,628,4.45,4.44,2.83
0.57,Ideal,F,VVS1,60.7,57.0,2507,5.39,5.36,3.26
0.7,Premium,J,VS1,62.0,58.0,1657,5.68,5.74,3.54
0.34,Ideal,D,SI1,60.1,57.0,626,4.52,4.56,2.73
0.57,Premium,D,VS2,61.7,60.0,2047,5.32,5.28,3.27
0.59,Good,E,VS2,61.3,62.0,1845,5.36,5.4,3.3
0.3,Good,J,VS2,63.4,57.0,368,4.22,4.26,2.69
0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62
0.3,Ideal,G,SI1,62.3,57.0,477,4.29,4.31,2.68
1.02,Premium,H,VS2,62.4,58.0,5454,6.43,6.39,4.0
0.32,Ideal,G,VS2,61.4,56.0,720,4.39,4.37,2.69
0.31,Ideal,I,VVS1,62.2,53.0,557,4.36,4.38,2.72
1.0,Very Good,G,VS2,63.3,58.0,6048,6.39,6.27,4.01
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38
0.7,Ideal,I,SI1,62.8,56.0,2417,5.63,5.68,3.55
1.01,Ideal,H,SI1,62.6,55.0,4749,6.39,6.43,4.01
0.32,Ideal,E,VS1,61.9,56.0,758,4.38,4.41,2.72
1.16,Very Good,G,SI1,60.5,60.0,5372,6.86,6.77,4.12
0.5,Premium,E,VS2,62.3,60.0,1746,5.09,5.05,3.16
0.33,Ideal,G,SI1,61.3,56.0,492,4.46,4.51,2.75
0.32,Good,G,VS1,63.2,55.0,645,4.37,4.39,2.77
0.81,Premium,F,SI1,61.0,59.0,3230,6.01,5.99,3.66
0.46,Very Good,D,VVS1,62.2,56.0,1778,4.94,4.97,3.08
0.74,Premium,F,SI1,61.4,59.0,2671,5.82,5.81,3.57
1.06,Very Good,H,SI1,59.1,58.0,5048,6.66,6.71,3.95
0.6,Very Good,G,VS1,61.6,56.0,1912,5.4,5.44,3.34
0.7,Premium,F,SI1,61.9,58.0,2319,5.69,5.65,3.51
0.38,Premium,D,SI2,59.2,61.0,812,4.72,4.67,2.78
0.91,Very Good,H,VS2,63.1,56.0,3567,6.2,6.13,3.89
0.3,Very Good,G,SI1,59.5,63.0,574,4.32,4.29,2.56
0.54,Ideal,F,VS2,61.9,56.0,1836,5.22,5.21,3.23
0.34,Ideal,E,VVS2,62.3,57.0,835,4.44,4.48,2.78
0.41,Ideal,F,VVS1,62.3,57.0,1295,4.73,4.77,2.96
0.78,Premium,F,VS2,62.6,58.0,2874,5.91,5.82,3.67
1.05,Ideal,F,SI1,61.3,54.0,5842,6.58,6.61,4.04
0.3,Very Good,H,SI1,63.0,54.0,421,4.27,4.3,2.7
0.54,Ideal,D,VS2,61.2,56.0,1939,5.29,5.23,3.22
0.61,Very Good,D,VS1,60.9,56.0,2481,5.49,5.51,3.35
0.38,Ideal,G,SI1,62.4,57.0,855,4.65,4.62,2.89
0.76,Ideal,E,VS2,61.6,56.0,3864,5.85,5.9,3.62
0.54,Premium,G,SI1,61.7,59.0,1389,5.2,5.17,3.2
1.01,Premium,H,SI1,58.8,62.0,4191,6.59,6.54,3.86
0.36,Good,E,SI2,63.7,54.0,648,4.55,4.52,2.89
0.4,Good,G,SI2,63.1,59.0,596,4.65,4.7,2.95
1.03,Premium,E,SI2,62.0,59.0,4974,6.49,6.42,4.0
0.39,Ideal,G,VVS1,62.0,56.0,978,4.66,4.7,2.9
0.42,Good,H,SI1,63.6,57.0,653,4.74,4.79,3.03
0.9,Very Good,F,SI1,63.3,55.0,4004,6.05,6.08,3.84
0.72,Ideal,E,VS2,62.1,57.0,3235,5.73,5.76,3.57
0.24,Ideal,E,VVS1,61.4,57.0,678,3.99,4.03,2.46
0.41,Very Good,D,VS1,61.7,58.0,1018,4.76,4.8,2.95
0.23,Very Good,F,VVS2,63.3,57.0,505,3.91,3.93,2.48
0.7,Good,E,SI2,62.9,56.0,2028,5.63,5.66,3.55
0.56,Ideal,H,VVS1,61.7,55.0,1941,5.3,5.33,3.28
0.33,Ideal,F,VVS1,62.5,56.0,939,4.43,4.44,2.77
0.31,Ideal,E,VS2,61.6,57.0,680,4.35,4.38,2.69
1.01,Ideal,G,SI1,61.6,57.0,5273,6.4,6.32,3.92
0.75,Ideal,J,SI2,60.8,57.0,1944,5.91,5.87,3.58
1.12,Ideal,I,SI1,62.0,56.0,4829,6.69,6.64,4.13
1.08,Ideal,F,I1,61.8,56.0,3168,6.64,6.62,4.1
0.51,Premium,G,SI1,60.9,58.0,1281,5.21,5.14,3.15
0.97,Fair,G,I1,57.2,60.0,1547,6.59,6.36,3.72
0.93,Premium,F,SI1,58.8,60.0,4010,6.49,6.37,3.78
0.3,Good,I,VVS1,63.8,56.0,552,4.23,4.26,2.71
0.9,Premium,G,SI1,60.2,59.0,3879,6.27,6.23,3.76
0.33,Premium,I,VS1,61.1,59.0,521,4.44,4.47,2.72
0.44,Premium,G,VVS1,60.9,59.0,1294,4.96,4.9,3.0
0.61,Premium,H,VS1,59.6,61.0,1793,5.53,5.44,3.27
0.31,Ideal,G,VVS1,62.5,56.0,772,4.29,4.34,2.69
0.97,Premium,I,VS2,62.2,56.0,3948,6.34,6.29,3.94
0.91,Ideal,G,SI1,62.6,56.0,3991,6.27,6.3,3.81
0.54,Ideal,D,SI1,61.5,56.0,1786,5.25,5.23,3.22
1.0,Very Good,D,SI1,63.1,56.0,5645,6.34,6.3,3.99
0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39
0.33,Ideal,D,VS2,61.8,56.0,781,4.4,4.44,2.73
0.22,Premium,F,SI1,61.7,60.0,470,3.9,3.85,2.39
0.7,Premium,H,SI1,62.3,58.0,2020,5.63,5.57,3.49
1.14,Premium,H,SI1,60.7,58.0,5003,6.76,6.82,4.12
0.9,Ideal,F,SI1,61.8,58.0,4795,6.21,6.24,3.85
0.95,Very Good,E,SI1,61.6,56.0,4738,6.31,6.36,3.9
0.43,Ideal,H,SI1,62.1,57.0,858,4.83,4.77,2.98
1.5,Good,F,I1,63.7,59.0,3864,7.29,7.18,4.62
0.31,Ideal,F,VS2,61.8,56.0,625,4.33,4.37,2.69
0.33,Ideal,G,VS2,62.5,57.0,579,4.39,4.41,2.75
1.05,Premium,G,SI2,60.7,61.0,3599,6.56,6.52,3.97
0.47,Ideal,F,VVS1,61.6,56.0,2113,5.0,5.02,3.09
1.03,Ideal,D,SI1,61.0,57.0,5804,6.48,6.53,3.97
0.9,Good,I,VVS2,62.9,61.0,3946,6.1,6.14,3.85
0.74,Ideal,F,VS1,61.7,56.0,3170,5.83,5.78,3.58
0.31,Ideal,F,IF,62.0,56.0,979,4.32,4.36,2.69
0.5,Fair,E,VS1,56.1,64.0,1950,5.31,5.28,2.97
0.73,Ideal,G,SI1,61.6,57.0,2278,5.81,5.79,3.57
0.72,Premium,H,SI2,61.8,56.0,2144,5.79,5.73,3.56
0.6,Premium,G,SI1,60.8,58.0,1286,5.44,5.39,3.29
0.3,Ideal,D,SI1,62.1,54.0,709,4.35,4.31,2.69
0.72,Ideal,G,VS1,61.6,56.0,3478,5.75,5.78,3.55
0.33,Very Good,G,VS2,59.3,61.0,579,4.49,4.51,2.67
0.84,Very Good,E,SI2,62.1,58.0,3125,6.02,6.09,3.76
0.56,Ideal,D,SI1,61.9,55.0,1677,5.29,5.31,3.28
0.71,Very Good,G,SI2,63.0,56.0,1993,5.62,5.65,3.55
1.03,Good,D,SI1,64.3,58.0,4441,6.31,6.28,4.05
0.33,Good,E,SI1,63.3,56.0,579,4.41,4.43,2.8
0.26,Ideal,H,VS1,62.3,54.0,482,4.07,4.11,2.55
1.27,Ideal,I,I1,62.3,56.0,3328,6.91,6.86,4.29
0.27,Very Good,F,VVS2,61.8,57.0,682,4.15,4.17,2.57
0.51,Ideal,G,VVS2,62.0,57.0,1842,5.13,5.1,3.17
0.43,Premium,G,SI1,62.7,56.0,968,4.83,4.8,3.02
0.4,Ideal,D,VS2,60.4,56.0,982,4.73,4.77,2.87
0.71,Very Good,F,VS1,62.1,53.0,3013,5.7,5.77,3.56
1.15,Premium,H,VS2,60.2,58.0,5191,6.86,6.8,4.11
0.85,Good,G,SI1,64.2,58.0,2244,6.01,5.92,3.83
1.13,Premium,H,SI1,61.2,59.0,4689,6.68,6.65,4.08
1.2,Premium,H,SI2,62.2,58.0,5376,6.79,6.74,4.21
0.91,Fair,D,SI1,64.7,61.0,3730,6.06,5.99,3.9
0.3,Ideal,F,IF,62.1,57.0,886,4.29,4.31,2.67
0.34,Ideal,D,VS2,60.8,57.0,730,4.52,4.56,2.76
0.7,Ideal,H,VVS1,62.3,58.0,2866,5.66,5.7,3.54
0.61,Ideal,G,VVS1,61.2,56.0,3008,5.46,5.48,3.35
0.6,Ideal,F,VVS2,61.5,57.0,3196,5.42,5.45,3.34
0.58,Good,E,SI1,59.3,64.0,1287,5.48,5.42,3.23
0.51,Ideal,E,SI1,61.7,57.0,1402,5.15,5.12,3.17
0.7,Very Good,F,SI1,59.8,59.0,2401,5.74,5.8,3.45
0.87,Ideal,H,SI2,63.0,57.0,2307,6.07,6.02,3.81
1.07,Ideal,H,VS2,63.6,59.0,5698,6.46,6.42,4.09
0.54,Ideal,F,VVS2,61.0,54.0,2231,5.28,5.3,3.23
1.03,Premium,H,SI2,62.0,60.0,3749,6.47,6.41,4.0
1.2,Ideal,I,SI2,59.6,61.0,4890,6.95,6.97,4.15
1.02,Premium,G,SI1,63.0,55.0,4718,6.45,6.4,4.05
0.51,Very Good,D,SI1,62.8,56.0,1569,5.07,5.09,3.19
0.31,Ideal,G,VVS1,62.3,53.0,778,4.37,4.42,2.74
0.33,Premium,G,VS1,61.3,58.0,666,4.42,4.46,2.72
1.01,Premium,H,VS1,61.6,57.0,5147,6.47,6.38,3.96
0.41,Ideal,G,VS2,62.7,56.0,1061,4.76,4.72,2.97
0.61,Ideal,G,VS2,61.6,55.0,2286,5.46,5.48,3.37
0.8,Ideal,D,VS2,61.0,57.0,4170,5.96,6.0,3.65
0.4,Ideal,F,VS2,60.6,55.0,1080,4.82,4.78,2.91
0.31,Ideal,D,SI1,62.2,54.0,565,4.36,4.39,2.72
0.38,Premium,I,VS2,62.5,58.0,812,4.61,4.58,2.87
0.3,Premium,G,VS1,62.8,59.0,776,4.27,4.23,2.67
0.26,Ideal,G,IF,60.8,56.0,648,4.11,4.15,2.51
0.9,Good,E,SI2,59.9,61.0,3660,6.16,6.2,3.7
0.54,Very Good,D,SI2,63.2,57.0,1343,5.19,5.16,3.27
0.91,Premium,H,VS2,61.9,59.0,4201,6.18,6.23,3.84
0.34,Ideal,G,SI1,61.5,55.0,540,4.49,4.52,2.77
0.9,Very Good,D,SI2,61.2,54.0,3975,6.25,6.29,3.84
1.14,Very Good,F,I1,61.3,55.8,4050,6.74,6.76,4.13
0.98,Very Good,H,SI2,62.1,59.0,3731,6.33,6.39,3.95
0.6,Ideal,E,VS2,60.6,56.0,2141,5.47,5.52,3.33
0.32,Ideal,E,SI2,62.0,55.0,576,4.41,4.36,2.72
1.02,Very Good,H,SI2,63.5,60.0,3998,6.33,6.24,3.99
0.41,Ideal,I,VS1,60.9,53.0,755,4.8,4.85,2.94
0.41,Ideal,E,VVS2,61.4,53.9,1186,4.79,4.81,2.95
0.7,Good,I,VVS2,63.4,59.0,2394,5.57,5.6,3.54
1.54,Premium,H,I1,62.0,60.0,5071,7.4,7.32,4.56
0.38,Ideal,E,VVS2,61.8,53.7,1073,4.67,4.69,2.89
0.36,Very Good,H,IF,60.8,57.0,865,4.58,4.6,2.79
0.33,Premium,G,VS2,60.8,58.0,743,4.47,4.45,2.71
1.0,Fair,E,SI2,66.6,59.0,3136,6.07,6.01,4.02
0.31,Ideal,G,VS1,61.6,55.0,596,4.37,4.4,2.7
0.59,Very Good,F,SI1,62.4,59.0,1452,5.33,5.37,3.34
0.41,Very Good,E,VS1,62.8,56.0,834,4.72,4.77,2.98
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88
0.31,Premium,H,VS2,58.9,61.0,586,4.46,4.43,2.62
0.4,Ideal,G,VS2,61.2,57.0,807,4.73,4.78,2.91
1.07,Ideal,D,SI1,61.8,55.0,5767,6.54,6.59,4.06
0.31,Ideal,E,VVS2,61.6,57.0,1046,4.37,4.33,2.68
0.3,Ideal,G,IF,62.2,55.0,863,4.31,4.34,2.69
0.31,Ideal,H,SI1,62.0,53.9,491,4.35,4.39,2.7
0.41,Ideal,F,VS2,61.8,57.0,863,4.73,4.78,2.94
0.78,Ideal,J,VS2,62.3,55.0,2456,5.88,5.91,3.67
0.47,Very Good,G,VS1,60.5,59.4,1203,5.03,5.08,3.06
0.32,Ideal,I,IF,61.7,55.0,655,4.4,4.42,2.72
0.5,Very Good,D,SI1,61.6,56.0,1454,5.09,5.11,3.14
0.3,Very Good,D,SI1,62.6,59.0,476,4.24,4.26,2.66
0.78,Premium,F,SI2,60.6,57.0,2340,5.98,5.94,3.61
0.5,Premium,G,VS1,62.2,59.0,1746,5.09,5.04,3.15
0.51,Fair,F,VS2,61.0,66.0,1334,5.12,5.04,3.1
1.01,Good,J,VS2,62.8,58.0,3655,6.3,6.35,3.97
0.36,Ideal,F,SI1,60.1,56.0,600,4.62,4.67,2.79
0.61,Ideal,F,SI2,61.0,56.0,1270,5.48,5.53,3.36
1.01,Ideal,G,SI1,61.4,55.0,4653,6.46,6.5,3.98
1.01,Very Good,E,SI1,62.4,60.0,4912,6.32,6.35,3.95
0.52,Ideal,E,VVS2,61.8,56.0,2301,5.16,5.19,3.2
0.77,Very Good,F,SI1,59.6,60.0,3044,5.95,5.97,3.55
0.5,Premium,E,SI1,60.2,58.0,1415,5.18,5.15,3.11
0.32,Good,G,VS2,56.7,64.0,603,4.52,4.55,2.57
0.61,Ideal,G,VS2,61.4,55.7,1821,5.43,5.53,3.37
0.31,Good,D,SI2,63.6,54.0,593,4.34,4.31,2.75
0.51,Premium,E,VVS2,62.0,62.0,1882,5.09,5.04,3.14
0.51,Ideal,D,VS1,62.4,57.0,1873,5.13,5.09,3.19
0.29,Ideal,G,SI1,62.1,54.0,420,4.25,4.29,2.65
0.31,Ideal,D,SI1,61.4,55.0,732,4.38,4.35,2.68
0.9,Good,G,IF,61.8,61.0,5855,6.12,6.17,3.8
1.09,Ideal,H,VS2,61.5,54.0,5732,6.64,6.65,4.09
0.91,Ideal,J,VVS2,60.2,57.0,3826,6.31,6.34,3.81
0.25,Ideal,E,VVS1,61.2,57.0,576,4.08,4.12,2.51
0.34,Ideal,G,VVS1,62.1,55.0,895,4.46,4.49,2.78
0.31,Premium,E,VS2,61.6,59.0,872,4.35,4.32,2.67
0.76,Ideal,E,VS2,61.5,56.0,3249,5.89,5.92,3.63
0.73,Premium,I,SI2,62.0,57.0,1927,5.79,5.76,3.58
0.31,Very Good,D,IF,62.0,56.0,1331,4.33,4.35,2.69
0.7,Good,D,VS2,58.0,65.0,3073,5.81,5.73,3.39
1.0,Ideal,G,SI1,61.0,57.0,5622,6.47,6.44,3.94
0.34,Ideal,E,VS1,61.8,57.0,1033,4.5,4.47,2.77
0.57,Ideal,D,VS2,62.4,57.0,1963,5.32,5.26,3.3
0.82,Very Good,E,SI2,63.3,56.0,2975,5.99,5.95,3.78
0.4,Ideal,I,VS2,61.8,56.0,639,4.73,4.79,2.94
0.42,Very Good,G,SI1,62.0,54.0,751,4.8,4.82,2.98
0.35,Premium,E,SI1,62.7,57.0,788,4.52,4.47,2.82
0.52,Ideal,F,VVS1,61.2,56.0,2867,5.21,5.19,3.18
0.36,Very Good,E,SI2,62.4,58.0,471,4.54,4.56,2.84
1.0,Good,G,VS2,63.1,58.0,5621,6.31,6.39,4.01
1.0,Ideal,F,SI2,62.3,56.0,3696,6.34,6.27,3.93
0.38,Premium,D,VVS1,60.4,59.0,1400,4.7,4.71,2.84
0.9,Premium,G,VVS2,63.0,58.0,4486,6.15,6.07,3.85
0.31,Premium,I,VS2,59.9,60.0,558,4.44,4.41,2.65
0.9,Ideal,H,VS1,61.6,56.0,4592,6.17,6.13,3.79
1.0,Fair,H,SI2,69.5,55.0,2875,6.17,6.1,4.26
0.52,Ideal,E,VS2,61.5,56.0,1767,5.17,5.14,3.17
0.51,Ideal,G,VS2,62.9,54.0,1546,5.12,5.08,3.21
0.3,Ideal,G,VS1,61.4,55.0,524,4.32,4.38,2.67
0.51,Ideal,H,SI1,63.0,57.0,1195,5.14,5.11,3.23
